timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1682549549766,0,Delete project,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 46: http://172.16.1.2:32785/api-gateway/projects/${project_id},Thread group 1-77,text,false,,1209,0,80,80,http://172.16.1.2:32785/api-gateway/projects/${project_id},0,0,0
1682549549766,0,Delete project phase,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 44: http://172.16.1.2:32785/api-gateway/phases/${project_phase_id},Thread group 1-7,text,false,,1213,0,80,80,http://172.16.1.2:32785/api-gateway/phases/${project_phase_id},0,0,0
1682549549766,0,Delete project phase,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 44: http://172.16.1.2:32785/api-gateway/phases/${project_phase_id},Thread group 1-14,text,false,,1213,0,80,80,http://172.16.1.2:32785/api-gateway/phases/${project_phase_id},0,0,0
1682549549766,0,Delete project,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 46: http://172.16.1.2:32785/api-gateway/projects/${project_id},Thread group 1-7,text,false,,1209,0,80,80,http://172.16.1.2:32785/api-gateway/projects/${project_id},0,0,0
1682549549766,0,Delete project,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 46: http://172.16.1.2:32785/api-gateway/projects/${project_id},Thread group 1-14,text,false,,1209,0,80,80,http://172.16.1.2:32785/api-gateway/projects/${project_id},0,0,0
1682549520021,29746,Get all project phases,500,Internal Server Error,Thread group 1-72,,false,,111,137,77,77,http://172.16.1.2:32785/api-gateway/phases,29746,0,0
1682549549767,0,Delete project phase,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 44: http://172.16.1.2:32785/api-gateway/phases/${project_phase_id},Thread group 1-72,text,false,,1213,0,77,77,http://172.16.1.2:32785/api-gateway/phases/${project_phase_id},0,0,0
1682549549767,0,Delete project,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 46: http://172.16.1.2:32785/api-gateway/projects/${project_id},Thread group 1-72,text,false,,1209,0,77,77,http://172.16.1.2:32785/api-gateway/projects/${project_id},0,0,0
1682549520019,29749,Get all project phases,500,Internal Server Error,Thread group 1-16,,false,,111,137,77,77,http://172.16.1.2:32785/api-gateway/phases,29749,0,0
1682549520025,29743,Get all project phases,500,Internal Server Error,Thread group 1-84,,false,,111,137,77,77,http://172.16.1.2:32785/api-gateway/phases,29743,0,0
